name,constant,operant,region,atlas_id
agec2,-0.0760065,"agec2 * pow(agec, 2)",Inferior_temporal_RS,DKT40  
agec3,-0.001728909,"agec3 * pow(agec, 3)",Inferior_temporal_RS,DKT40  
AGEc_X_SEXq,0,AGEc_X_SEXq * agec * [gender],Inferior_temporal_RS,DKT40  
eTIVc1,0.001896983,eTIVc1 * eTIVc,Inferior_temporal_RS,DKT40  
eTIVc2,5.64E-10,"eTIVc2 * pow(eTIVc, 2)",Inferior_temporal_RS,DKT40  
eTIVc3,0,"eTIVc3 * pow(eTIVc, 3)",Inferior_temporal_RS,DKT40  
eTIVc_X_GE,-4.46E-05,eTIVc_X_GE * eTIVc * G_[modality_manuf_id],Inferior_temporal_RS,DKT40  
eTIVc_X_MFSq,0,eTIVc_X_MFSq * eTIVc * [magnetic_field_strength],Inferior_temporal_RS,DKT40  
eTIVc_X_PHILIPS,-0.000286222,eTIVc_X_PHILIPS * eTIVc * P_[modality_manuf_id],Inferior_temporal_RS,DKT40  
GE,24.52395149,GE * G_[modality_manuf_id],Inferior_temporal_RS,DKT40  
GE_X_MFSq,-45.85018358,GE_X_MFSq * G_[modality_manuf_id] * [magnetic_field_strength],Inferior_temporal_RS,DKT40  
Intercept,3504.561358,Intercept,Inferior_temporal_RS,DKT40  
MFSq,-98.86312911,MFSq * [magnetic_field_strength],Inferior_temporal_RS,DKT40  
Philips,-94.5559165,Philips * P_[modality_manuf_id],Inferior_temporal_RS,DKT40  
PHILIPS_X_MFSq,105.7385347,PHILIPS_X_MFSq * P_[modality_manuf_id] * [magnetic_field_strength],Inferior_temporal_RS,DKT40  
RMSE,364.8743619,RMSE,Inferior_temporal_RS,DKT40  
sexq,51.90057774,sexq * [gender],Inferior_temporal_RS,DKT40  
Volume,0,[volume],Inferior_temporal_RS,DKT40  
agec1,0.001305939,agec1 * agec,Inferior_temporal_RT,DKT40  
agec2,-2.08E-05,"agec2 * pow(agec, 2)",Inferior_temporal_RT,DKT40  
agec3,-1.67E-06,"agec3 * pow(agec, 3)",Inferior_temporal_RT,DKT40  
AGEc_X_SEXq,-0.001004158,AGEc_X_SEXq * agec * [gender],Inferior_temporal_RT,DKT40  
eTIVc1,1.38E-07,eTIVc1 * eTIVc,Inferior_temporal_RT,DKT40  
eTIVc2,-7.50E-14,"eTIVc2 * pow(eTIVc, 2)",Inferior_temporal_RT,DKT40  
eTIVc3,0,"eTIVc3 * pow(eTIVc, 3)",Inferior_temporal_RT,DKT40  
eTIVc_X_GE,-1.57E-07,eTIVc_X_GE * eTIVc * G_[modality_manuf_id],Inferior_temporal_RT,DKT40  
eTIVc_X_MFSq,0,eTIVc_X_MFSq * eTIVc * [magnetic_field_strength],Inferior_temporal_RT,DKT40  
eTIVc_X_PHILIPS,-1.62E-07,eTIVc_X_PHILIPS * eTIVc * P_[modality_manuf_id],Inferior_temporal_RT,DKT40  
GE,-0.04906703,GE * G_[modality_manuf_id],Inferior_temporal_RT,DKT40  
GE_X_MFSq,0.213159651,GE_X_MFSq * G_[modality_manuf_id] * [magnetic_field_strength],Inferior_temporal_RT,DKT40  
Intercept,2.815334682,Intercept,Inferior_temporal_RT,DKT40  
MFSq,-0.237783255,MFSq * [magnetic_field_strength],Inferior_temporal_RT,DKT40  
Philips,-0.014671306,Philips * P_[modality_manuf_id],Inferior_temporal_RT,DKT40  
PHILIPS_X_MFSq,0.259028126,PHILIPS_X_MFSq * P_[modality_manuf_id] * [magnetic_field_strength],Inferior_temporal_RT,DKT40  
RMSE,0.188104758,RMSE,Inferior_temporal_RT,DKT40  
sexq,-0.009380663,sexq * [gender],Inferior_temporal_RT,DKT40  
Volume,0,[volume],Inferior_temporal_RT,DKT40  
agec1,-10.41463485,agec1 * agec,Inferior_temporal_RV,DKT40  
agec2,-0.066067659,"agec2 * pow(agec, 2)",Inferior_temporal_RV,DKT40  
agec3,-0.012450268,"agec3 * pow(agec, 3)",Inferior_temporal_RV,DKT40  
AGEc_X_SEXq,-5.494188128,AGEc_X_SEXq * agec * [gender],Inferior_temporal_RV,DKT40  
eTIVc1,0.006627584,eTIVc1 * eTIVc,Inferior_temporal_RV,DKT40  
eTIVc2,1.67E-09,"eTIVc2 * pow(eTIVc, 2)",Inferior_temporal_RV,DKT40  
eTIVc3,0,"eTIVc3 * pow(eTIVc, 3)",Inferior_temporal_RV,DKT40  
eTIVc_X_GE,-0.000701544,eTIVc_X_GE * eTIVc * G_[modality_manuf_id],Inferior_temporal_RV,DKT40  
eTIVc_X_MFSq,0,eTIVc_X_MFSq * eTIVc * [magnetic_field_strength],Inferior_temporal_RV,DKT40  
eTIVc_X_PHILIPS,-0.001171607,eTIVc_X_PHILIPS * eTIVc * P_[modality_manuf_id],Inferior_temporal_RV,DKT40  
GE,-63.78034099,GE * G_[modality_manuf_id],Inferior_temporal_RV,DKT40  
GE_X_MFSq,423.8061485,GE_X_MFSq * G_[modality_manuf_id] * [magnetic_field_strength],Inferior_temporal_RV,DKT40  
Intercept,11776.47233,Intercept,Inferior_temporal_RV,DKT40  
MFSq,-957.009775,MFSq * [magnetic_field_strength],Inferior_temporal_RV,DKT40  
Philips,-460.8247661,Philips * P_[modality_manuf_id],Inferior_temporal_RV,DKT40  
PHILIPS_X_MFSq,1133.08982,PHILIPS_X_MFSq * P_[modality_manuf_id] * [magnetic_field_strength],Inferior_temporal_RV,DKT40  
RMSE,1415.874641,RMSE,Inferior_temporal_RV,DKT40  
sexq,117.1721201,sexq * [gender],Inferior_temporal_RV,DKT40  
Volume,0,[volume],Inferior_temporal_RV,DKT40  
agec1,0.04286151,agec1 * agec,insula_LS,DKT40  
agec2,-0.033679724,"agec2 * pow(agec, 2)",insula_LS,DKT40  
agec3,0,"agec3 * pow(agec, 3)",insula_LS,DKT40  
AGEc_X_SEXq,0,AGEc_X_SEXq * agec * [gender],insula_LS,DKT40  
eTIVc1,0.000890881,eTIVc1 * eTIVc,insula_LS,DKT40  
eTIVc2,2.96E-10,"eTIVc2 * pow(eTIVc, 2)",insula_LS,DKT40  
eTIVc3,-3.10E-16,"eTIVc3 * pow(eTIVc, 3)",insula_LS,DKT40  
eTIVc_X_GE,-3.22E-05,eTIVc_X_GE * eTIVc * G_[modality_manuf_id],insula_LS,DKT40  
eTIVc_X_MFSq,8.33E-05,eTIVc_X_MFSq * eTIVc * [magnetic_field_strength],insula_LS,DKT40  
eTIVc_X_PHILIPS,-9.71E-05,eTIVc_X_PHILIPS * eTIVc * P_[modality_manuf_id],insula_LS,DKT40  
GE,-52.80158898,GE * G_[modality_manuf_id],insula_LS,DKT40  
GE_X_MFSq,-1.309027102,GE_X_MFSq * G_[modality_manuf_id] * [magnetic_field_strength],insula_LS,DKT40  
Intercept,1910.327587,Intercept,insula_LS,DKT40  
MFSq,-3.617370944,MFSq * [magnetic_field_strength],insula_LS,DKT40  
Philips,-37.89019501,Philips * P_[modality_manuf_id],insula_LS,DKT40  
PHILIPS_X_MFSq,-28.33833342,PHILIPS_X_MFSq * P_[modality_manuf_id] * [magnetic_field_strength],insula_LS,DKT40  
RMSE,143.8575684,RMSE,insula_LS,DKT40  
sexq,20.71104861,sexq * [gender],insula_LS,DKT40  
Volume,0,[volume],insula_LS,DKT40  
agec1,-0.002392436,agec1 * agec,insula_LT,DKT40  
agec2,5.99E-05,"agec2 * pow(agec, 2)",insula_LT,DKT40  
agec3,-9.38E-07,"agec3 * pow(agec, 3)",insula_LT,DKT40  
AGEc_X_SEXq,-0.000914726,AGEc_X_SEXq * agec * [gender],insula_LT,DKT40  
eTIVc1,-8.24E-09,eTIVc1 * eTIVc,insula_LT,DKT40  
eTIVc2,-1.02E-13,"eTIVc2 * pow(eTIVc, 2)",insula_LT,DKT40  
eTIVc3,6.09E-19,"eTIVc3 * pow(eTIVc, 3)",insula_LT,DKT40  
eTIVc_X_GE,1.40E-07,eTIVc_X_GE * eTIVc * G_[modality_manuf_id],insula_LT,DKT40  
eTIVc_X_MFSq,1.04E-07,eTIVc_X_MFSq * eTIVc * [magnetic_field_strength],insula_LT,DKT40  
eTIVc_X_PHILIPS,-1.42E-07,eTIVc_X_PHILIPS * eTIVc * P_[modality_manuf_id],insula_LT,DKT40  
GE,0.017587402,GE * G_[modality_manuf_id],insula_LT,DKT40  
GE_X_MFSq,0.11426637,GE_X_MFSq * G_[modality_manuf_id] * [magnetic_field_strength],insula_LT,DKT40  
Intercept,3.008132198,Intercept,insula_LT,DKT40  
MFSq,-0.160053719,MFSq * [magnetic_field_strength],insula_LT,DKT40  
Philips,0.022966831,Philips * P_[modality_manuf_id],insula_LT,DKT40  
PHILIPS_X_MFSq,0.153934789,PHILIPS_X_MFSq * P_[modality_manuf_id] * [magnetic_field_strength],insula_LT,DKT40  
RMSE,0.182245713,RMSE,insula_LT,DKT40  
sexq,0.004804435,sexq * [gender],insula_LT,DKT40  
Volume,0,[volume],insula_LT,DKT40  
agec1,-6.708982982,agec1 * agec,insula_LV,DKT40  
agec2,0.094614505,"agec2 * pow(agec, 2)",insula_LV,DKT40  
agec3,0,"agec3 * pow(agec, 3)",insula_LV,DKT40  
AGEc_X_SEXq,-3.062312237,AGEc_X_SEXq * agec * [gender],insula_LV,DKT40  
eTIVc1,0.002656451,eTIVc1 * eTIVc,insula_LV,DKT40  
eTIVc2,9.62E-10,"eTIVc2 * pow(eTIVc, 2)",insula_LV,DKT40  
eTIVc3,0,"eTIVc3 * pow(eTIVc, 3)",insula_LV,DKT40  
eTIVc_X_GE,0.000200707,eTIVc_X_GE * eTIVc * G_[modality_manuf_id],insula_LV,DKT40  
eTIVc_X_MFSq,0.00039479,eTIVc_X_MFSq * eTIVc * [magnetic_field_strength],insula_LV,DKT40  
eTIVc_X_PHILIPS,-0.000379877,eTIVc_X_PHILIPS * eTIVc * P_[modality_manuf_id],insula_LV,DKT40  
GE,-215.1301608,GE * G_[modality_manuf_id],insula_LV,DKT40  
GE_X_MFSq,115.3503904,GE_X_MFSq * G_[modality_manuf_id] * [magnetic_field_strength],insula_LV,DKT40  
Intercept,5893.434265,Intercept,insula_LV,DKT40  
MFSq,-102.3029696,MFSq * [magnetic_field_strength],insula_LV,DKT40  
Philips,-168.9190693,Philips * P_[modality_manuf_id],insula_LV,DKT40  
PHILIPS_X_MFSq,74.46427642,PHILIPS_X_MFSq * P_[modality_manuf_id] * [magnetic_field_strength],insula_LV,DKT40  
RMSE,486.1182984,RMSE,insula_LV,DKT40  
sexq,72.2215041,sexq * [gender],insula_LV,DKT40  
Volume,0,[volume],insula_LV,DKT40  
agec1,-0.260082904,agec1 * agec,insula_RS,DKT40  
agec2,-0.039957866,"agec2 * pow(agec, 2)",insula_RS,DKT40  
agec3,0,"agec3 * pow(agec, 3)",insula_RS,DKT40  
AGEc_X_SEXq,0,AGEc_X_SEXq * agec * [gender],insula_RS,DKT40  
eTIVc1,0.000875006,eTIVc1 * eTIVc,insula_RS,DKT40  
eTIVc2,3.35E-10,"eTIVc2 * pow(eTIVc, 2)",insula_RS,DKT40  
eTIVc3,-3.90E-16,"eTIVc3 * pow(eTIVc, 3)",insula_RS,DKT40  
eTIVc_X_GE,0,eTIVc_X_GE * eTIVc * G_[modality_manuf_id],insula_RS,DKT40  
eTIVc_X_MFSq,0,eTIVc_X_MFSq * eTIVc * [magnetic_field_strength],insula_RS,DKT40  
eTIVc_X_PHILIPS,0,eTIVc_X_PHILIPS * eTIVc * P_[modality_manuf_id],insula_RS,DKT40  
GE,-46.63188643,GE * G_[modality_manuf_id],insula_RS,DKT40  
GE_X_MFSq,0,GE_X_MFSq * G_[modality_manuf_id] * [magnetic_field_strength],insula_RS,DKT40  
Intercept,2013.813671,Intercept,insula_RS,DKT40  
MFSq,0,MFSq * [magnetic_field_strength],insula_RS,DKT40  
Philips,-50.74088019,Philips * P_[modality_manuf_id],insula_RS,DKT40  
PHILIPS_X_MFSq,0,PHILIPS_X_MFSq * P_[modality_manuf_id] * [magnetic_field_strength],insula_RS,DKT40  
RMSE,156.2302788,RMSE,insula_RS,DKT40  
sexq,38.04755612,sexq * [gender],insula_RS,DKT40  
Volume,0,[volume],insula_RS,DKT40  
agec1,-0.003146056,agec1 * agec,insula_RT,DKT40  
agec2,4.56E-05,"agec2 * pow(agec, 2)",insula_RT,DKT40  
agec3,0,"agec3 * pow(agec, 3)",insula_RT,DKT40  
AGEc_X_SEXq,-0.000908323,AGEc_X_SEXq * agec * [gender],insula_RT,DKT40  
eTIVc1,7.78E-08,eTIVc1 * eTIVc,insula_RT,DKT40  
eTIVc2,3.27E-14,"eTIVc2 * pow(eTIVc, 2)",insula_RT,DKT40  
eTIVc3,4.94E-19,"eTIVc3 * pow(eTIVc, 3)",insula_RT,DKT40  
eTIVc_X_GE,7.46E-08,eTIVc_X_GE * eTIVc * G_[modality_manuf_id],insula_RT,DKT40  
eTIVc_X_MFSq,0,eTIVc_X_MFSq * eTIVc * [magnetic_field_strength],insula_RT,DKT40  
eTIVc_X_PHILIPS,-8.59E-08,eTIVc_X_PHILIPS * eTIVc * P_[modality_manuf_id],insula_RT,DKT40  
GE,0.000785116,GE * G_[modality_manuf_id],insula_RT,DKT40  
GE_X_MFSq,0.124782498,GE_X_MFSq * G_[modality_manuf_id] * [magnetic_field_strength],insula_RT,DKT40  
Intercept,2.981975134,Intercept,insula_RT,DKT40  
MFSq,-0.167469501,MFSq * [magnetic_field_strength],insula_RT,DKT40  
Philips,0.017498886,Philips * P_[modality_manuf_id],insula_RT,DKT40  
PHILIPS_X_MFSq,0.136768205,PHILIPS_X_MFSq * P_[modality_manuf_id] * [magnetic_field_strength],insula_RT,DKT40  
RMSE,0.189485883,RMSE,insula_RT,DKT40  
sexq,-0.001926079,sexq * [gender],insula_RT,DKT40  
Volume,0,[volume],insula_RT,DKT40  
agec1,-7.705920271,agec1 * agec,insula_RV,DKT40  
agec2,0.09624562,"agec2 * pow(agec, 2)",insula_RV,DKT40  
agec3,0,"agec3 * pow(agec, 3)",insula_RV,DKT40  
AGEc_X_SEXq,-2.89393892,AGEc_X_SEXq * agec * [gender],insula_RV,DKT40  
eTIVc1,0.002612776,eTIVc1 * eTIVc,insula_RV,DKT40  
eTIVc2,1.06E-09,"eTIVc2 * pow(eTIVc, 2)",insula_RV,DKT40  
eTIVc3,0,"eTIVc3 * pow(eTIVc, 3)",insula_RV,DKT40  
eTIVc_X_GE,0.000519121,eTIVc_X_GE * eTIVc * G_[modality_manuf_id],insula_RV,DKT40  
eTIVc_X_MFSq,0.00028315,eTIVc_X_MFSq * eTIVc * [magnetic_field_strength],insula_RV,DKT40  
eTIVc_X_PHILIPS,-0.000149896,eTIVc_X_PHILIPS * eTIVc * P_[modality_manuf_id],insula_RV,DKT40  
GE,-146.0979452,GE * G_[modality_manuf_id],insula_RV,DKT40  
GE_X_MFSq,0,GE_X_MFSq * G_[modality_manuf_id] * [magnetic_field_strength],insula_RV,DKT40  
Intercept,6054.213977,Intercept,insula_RV,DKT40  
MFSq,-67.79333802,MFSq * [magnetic_field_strength],insula_RV,DKT40  
Philips,-142.4783589,Philips * P_[modality_manuf_id],insula_RV,DKT40  
PHILIPS_X_MFSq,0,PHILIPS_X_MFSq * P_[modality_manuf_id] * [magnetic_field_strength],insula_RV,DKT40  
RMSE,517.4794682,RMSE,insula_RV,DKT40  
sexq,102.3610879,sexq * [gender],insula_RV,DKT40  
Volume,0,[volume],insula_RV,DKT40  
agec1,-0.579712084,agec1 * agec,Isthmus_cingulate_LS,DKT40  
agec2,0,"agec2 * pow(agec, 2)",Isthmus_cingulate_LS,DKT40  
agec3,0,"agec3 * pow(agec, 3)",Isthmus_cingulate_LS,DKT40  
AGEc_X_SEXq,0,AGEc_X_SEXq * agec * [gender],Isthmus_cingulate_LS,DKT40  
eTIVc1,0.000639222,eTIVc1 * eTIVc,Isthmus_cingulate_LS,DKT40  
eTIVc2,1.28E-10,"eTIVc2 * pow(eTIVc, 2)",Isthmus_cingulate_LS,DKT40  
eTIVc3,-8.89E-16,"eTIVc3 * pow(eTIVc, 3)",Isthmus_cingulate_LS,DKT40  
eTIVc_X_GE,0,eTIVc_X_GE * eTIVc * G_[modality_manuf_id],Isthmus_cingulate_LS,DKT40  
eTIVc_X_MFSq,0,eTIVc_X_MFSq * eTIVc * [magnetic_field_strength],Isthmus_cingulate_LS,DKT40  
eTIVc_X_PHILIPS,0,eTIVc_X_PHILIPS * eTIVc * P_[modality_manuf_id],Isthmus_cingulate_LS,DKT40  
GE,-59.54121931,GE * G_[modality_manuf_id],Isthmus_cingulate_LS,DKT40  
GE_X_MFSq,0,GE_X_MFSq * G_[modality_manuf_id] * [magnetic_field_strength],Isthmus_cingulate_LS,DKT40  
Intercept,998.5317444,Intercept,Isthmus_cingulate_LS,DKT40  
MFSq,0,MFSq * [magnetic_field_strength],Isthmus_cingulate_LS,DKT40  
Philips,-58.48314939,Philips * P_[modality_manuf_id],Isthmus_cingulate_LS,DKT40  
PHILIPS_X_MFSq,0,PHILIPS_X_MFSq * P_[modality_manuf_id] * [magnetic_field_strength],Isthmus_cingulate_LS,DKT40  
RMSE,142.927779,RMSE,Isthmus_cingulate_LS,DKT40  
sexq,29.97896202,sexq * [gender],Isthmus_cingulate_LS,DKT40  
Volume,0,[volume],Isthmus_cingulate_LS,DKT40  
agec1,-0.003572267,agec1 * agec,Isthmus_cingulate_LT,DKT40  
agec2,1.65E-05,"agec2 * pow(agec, 2)",Isthmus_cingulate_LT,DKT40  
agec3,-1.02E-06,"agec3 * pow(agec, 3)",Isthmus_cingulate_LT,DKT40  
AGEc_X_SEXq,-0.00078433,AGEc_X_SEXq * agec * [gender],Isthmus_cingulate_LT,DKT40  
eTIVc1,-1.19E-07,eTIVc1 * eTIVc,Isthmus_cingulate_LT,DKT40  
eTIVc2,0,"eTIVc2 * pow(eTIVc, 2)",Isthmus_cingulate_LT,DKT40  
eTIVc3,0,"eTIVc3 * pow(eTIVc, 3)",Isthmus_cingulate_LT,DKT40  
eTIVc_X_GE,0,eTIVc_X_GE * eTIVc * G_[modality_manuf_id],Isthmus_cingulate_LT,DKT40  
eTIVc_X_MFSq,0,eTIVc_X_MFSq * eTIVc * [magnetic_field_strength],Isthmus_cingulate_LT,DKT40  
eTIVc_X_PHILIPS,0,eTIVc_X_PHILIPS * eTIVc * P_[modality_manuf_id],Isthmus_cingulate_LT,DKT40  
GE,0.089264173,GE * G_[modality_manuf_id],Isthmus_cingulate_LT,DKT40  
GE_X_MFSq,-0.037320705,GE_X_MFSq * G_[modality_manuf_id] * [magnetic_field_strength],Isthmus_cingulate_LT,DKT40  
Intercept,2.41900662,Intercept,Isthmus_cingulate_LT,DKT40  
MFSq,-0.096816384,MFSq * [magnetic_field_strength],Isthmus_cingulate_LT,DKT40  
Philips,0.011631058,Philips * P_[modality_manuf_id],Isthmus_cingulate_LT,DKT40  
PHILIPS_X_MFSq,0.050582038,PHILIPS_X_MFSq * P_[modality_manuf_id] * [magnetic_field_strength],Isthmus_cingulate_LT,DKT40  
RMSE,0.207768381,RMSE,Isthmus_cingulate_LT,DKT40  
sexq,0.003106279,sexq * [gender],Isthmus_cingulate_LT,DKT40  
Volume,0,[volume],Isthmus_cingulate_LT,DKT40  
agec1,-6.540903778,agec1 * agec,Isthmus_cingulate_LV,DKT40  
agec2,0.055129746,"agec2 * pow(agec, 2)",Isthmus_cingulate_LV,DKT40  
agec3,0,"agec3 * pow(agec, 3)",Isthmus_cingulate_LV,DKT40  
AGEc_X_SEXq,-1.68205045,AGEc_X_SEXq * agec * [gender],Isthmus_cingulate_LV,DKT40  
eTIVc1,0.001493674,eTIVc1 * eTIVc,Isthmus_cingulate_LV,DKT40  
eTIVc2,1.58E-10,"eTIVc2 * pow(eTIVc, 2)",Isthmus_cingulate_LV,DKT40  
eTIVc3,-1.83E-15,"eTIVc3 * pow(eTIVc, 3)",Isthmus_cingulate_LV,DKT40  
eTIVc_X_GE,0,eTIVc_X_GE * eTIVc * G_[modality_manuf_id],Isthmus_cingulate_LV,DKT40  
eTIVc_X_MFSq,0,eTIVc_X_MFSq * eTIVc * [magnetic_field_strength],Isthmus_cingulate_LV,DKT40  
eTIVc_X_PHILIPS,0,eTIVc_X_PHILIPS * eTIVc * P_[modality_manuf_id],Isthmus_cingulate_LV,DKT40  
GE,-77.32720955,GE * G_[modality_manuf_id],Isthmus_cingulate_LV,DKT40  
GE_X_MFSq,-73.08118079,GE_X_MFSq * G_[modality_manuf_id] * [magnetic_field_strength],Isthmus_cingulate_LV,DKT40  
Intercept,2559.08139,Intercept,Isthmus_cingulate_LV,DKT40  
MFSq,-89.88909661,MFSq * [magnetic_field_strength],Isthmus_cingulate_LV,DKT40  
Philips,-178.3731741,Philips * P_[modality_manuf_id],Isthmus_cingulate_LV,DKT40  
PHILIPS_X_MFSq,35.95112662,PHILIPS_X_MFSq * P_[modality_manuf_id] * [magnetic_field_strength],Isthmus_cingulate_LV,DKT40  
RMSE,362.5575816,RMSE,Isthmus_cingulate_LV,DKT40  
sexq,90.88544283,sexq * [gender],Isthmus_cingulate_LV,DKT40  
Volume,0,[volume],Isthmus_cingulate_LV,DKT40  
agec1,-0.635074118,agec1 * agec,Isthmus_cingulate_RS,DKT40  
agec2,0,"agec2 * pow(agec, 2)",Isthmus_cingulate_RS,DKT40  
agec3,0,"agec3 * pow(agec, 3)",Isthmus_cingulate_RS,DKT40  
AGEc_X_SEXq,0,AGEc_X_SEXq * agec * [gender],Isthmus_cingulate_RS,DKT40  
eTIVc1,0.000549053,eTIVc1 * eTIVc,Isthmus_cingulate_RS,DKT40  
eTIVc2,2.47E-10,"eTIVc2 * pow(eTIVc, 2)",Isthmus_cingulate_RS,DKT40  
eTIVc3,0,"eTIVc3 * pow(eTIVc, 3)",Isthmus_cingulate_RS,DKT40  
eTIVc_X_GE,0,eTIVc_X_GE * eTIVc * G_[modality_manuf_id],Isthmus_cingulate_RS,DKT40  
eTIVc_X_MFSq,0,eTIVc_X_MFSq * eTIVc * [magnetic_field_strength],Isthmus_cingulate_RS,DKT40  
eTIVc_X_PHILIPS,0,eTIVc_X_PHILIPS * eTIVc * P_[modality_manuf_id],Isthmus_cingulate_RS,DKT40  
GE,-51.45859617,GE * G_[modality_manuf_id],Isthmus_cingulate_RS,DKT40  
GE_X_MFSq,0,GE_X_MFSq * G_[modality_manuf_id] * [magnetic_field_strength],Isthmus_cingulate_RS,DKT40  
Intercept,946.4723634,Intercept,Isthmus_cingulate_RS,DKT40  
MFSq,15.2342193,MFSq * [magnetic_field_strength],Isthmus_cingulate_RS,DKT40  
Philips,-56.87338531,Philips * P_[modality_manuf_id],Isthmus_cingulate_RS,DKT40  
PHILIPS_X_MFSq,0,PHILIPS_X_MFSq * P_[modality_manuf_id] * [magnetic_field_strength],Isthmus_cingulate_RS,DKT40  
RMSE,131.6384822,RMSE,Isthmus_cingulate_RS,DKT40  
sexq,22.67823378,sexq * [gender],Isthmus_cingulate_RS,DKT40  
Volume,0,[volume],Isthmus_cingulate_RS,DKT40  
agec1,-0.002689465,agec1 * agec,Isthmus_cingulate_RT,DKT40  
agec2,3.86E-05,"agec2 * pow(agec, 2)",Isthmus_cingulate_RT,DKT40  
agec3,-1.96E-06,"agec3 * pow(agec, 3)",Isthmus_cingulate_RT,DKT40  
AGEc_X_SEXq,-0.001371809,AGEc_X_SEXq * agec * [gender],Isthmus_cingulate_RT,DKT40  
eTIVc1,-1.75E-07,eTIVc1 * eTIVc,Isthmus_cingulate_RT,DKT40  
eTIVc2,5.54E-14,"eTIVc2 * pow(eTIVc, 2)",Isthmus_cingulate_RT,DKT40  
eTIVc3,5.41E-19,"eTIVc3 * pow(eTIVc, 3)",Isthmus_cingulate_RT,DKT40  
eTIVc_X_GE,0,eTIVc_X_GE * eTIVc * G_[modality_manuf_id],Isthmus_cingulate_RT,DKT40  
eTIVc_X_MFSq,0,eTIVc_X_MFSq * eTIVc * [magnetic_field_strength],Isthmus_cingulate_RT,DKT40  
eTIVc_X_PHILIPS,0,eTIVc_X_PHILIPS * eTIVc * P_[modality_manuf_id],Isthmus_cingulate_RT,DKT40  
GE,0.126394007,GE * G_[modality_manuf_id],Isthmus_cingulate_RT,DKT40  
GE_X_MFSq,-0.058341384,GE_X_MFSq * G_[modality_manuf_id] * [magnetic_field_strength],Isthmus_cingulate_RT,DKT40  
Intercept,2.349234341,Intercept,Isthmus_cingulate_RT,DKT40  
MFSq,-0.058319026,MFSq * [magnetic_field_strength],Isthmus_cingulate_RT,DKT40  
Philips,0.003875848,Philips * P_[modality_manuf_id],Isthmus_cingulate_RT,DKT40  
PHILIPS_X_MFSq,0.012628632,PHILIPS_X_MFSq * P_[modality_manuf_id] * [magnetic_field_strength],Isthmus_cingulate_RT,DKT40  
RMSE,0.193778224,RMSE,Isthmus_cingulate_RT,DKT40  
sexq,-0.010312988,sexq * [gender],Isthmus_cingulate_RT,DKT40  
Volume,0,[volume],Isthmus_cingulate_RT,DKT40  
agec1,-6.431544146,agec1 * agec,Isthmus_cingulate_RV,DKT40  
agec2,0.036961776,"agec2 * pow(agec, 2)",Isthmus_cingulate_RV,DKT40  
agec3,0,"agec3 * pow(agec, 3)",Isthmus_cingulate_RV,DKT40  
AGEc_X_SEXq,-1.753363939,AGEc_X_SEXq * agec * [gender],Isthmus_cingulate_RV,DKT40  
eTIVc1,0.00133894,eTIVc1 * eTIVc,Isthmus_cingulate_RV,DKT40  
eTIVc2,8.06E-10,"eTIVc2 * pow(eTIVc, 2)",Isthmus_cingulate_RV,DKT40  
eTIVc3,0,"eTIVc3 * pow(eTIVc, 3)",Isthmus_cingulate_RV,DKT40  
eTIVc_X_GE,1.90E-05,eTIVc_X_GE * eTIVc * G_[modality_manuf_id],Isthmus_cingulate_RV,DKT40  
eTIVc_X_MFSq,0,eTIVc_X_MFSq * eTIVc * [magnetic_field_strength],Isthmus_cingulate_RV,DKT40  
eTIVc_X_PHILIPS,-0.000205474,eTIVc_X_PHILIPS * eTIVc * P_[modality_manuf_id],Isthmus_cingulate_RV,DKT40  
GE,-89.44678682,GE * G_[modality_manuf_id],Isthmus_cingulate_RV,DKT40  
GE_X_MFSq,0,GE_X_MFSq * G_[modality_manuf_id] * [magnetic_field_strength],Isthmus_cingulate_RV,DKT40  
Intercept,2396.920891,Intercept,Isthmus_cingulate_RV,DKT40  
MFSq,0,MFSq * [magnetic_field_strength],Isthmus_cingulate_RV,DKT40  
Philips,-185.3643382,Philips * P_[modality_manuf_id],Isthmus_cingulate_RV,DKT40  
PHILIPS_X_MFSq,0,PHILIPS_X_MFSq * P_[modality_manuf_id] * [magnetic_field_strength],Isthmus_cingulate_RV,DKT40  
RMSE,357.2360564,RMSE,Isthmus_cingulate_RV,DKT40  
sexq,47.07236951,sexq * [gender],Isthmus_cingulate_RV,DKT40  
Volume,0,[volume],Isthmus_cingulate_RV,DKT40  
agec1,-6.673152353,agec1 * agec,Lateral_occipital_LS,DKT40  
agec2,-0.074357637,"agec2 * pow(agec, 2)",Lateral_occipital_LS,DKT40  
agec3,0,"agec3 * pow(agec, 3)",Lateral_occipital_LS,DKT40  
AGEc_X_SEXq,0,AGEc_X_SEXq * agec * [gender],Lateral_occipital_LS,DKT40  
eTIVc1,0.002031687,eTIVc1 * eTIVc,Lateral_occipital_LS,DKT40  
eTIVc2,8.37E-10,"eTIVc2 * pow(eTIVc, 2)",Lateral_occipital_LS,DKT40  
eTIVc3,0,"eTIVc3 * pow(eTIVc, 3)",Lateral_occipital_LS,DKT40  
eTIVc_X_GE,9.07E-05,eTIVc_X_GE * eTIVc * G_[modality_manuf_id],Lateral_occipital_LS,DKT40  
eTIVc_X_MFSq,0,eTIVc_X_MFSq * eTIVc * [magnetic_field_strength],Lateral_occipital_LS,DKT40  
